# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Wed Aug 27 04:51:00 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: luminosity functions
age     Z  magbinc 	 mbolmag  Gmag    G_BPmag  G_RPmag
1.3e+10 0.000196 -3.5750           0          0          0 1.5733e-06
1.3e+10 0.000196 -3.5250           0          0          0 1.6551e-06
1.3e+10 0.000196 -3.4750           0          0          0 2.2273e-06
1.3e+10 0.000196 -3.4250  4.4239e-07          0          0 2.1295e-06
1.3e+10 0.000196 -3.3750  1.5196e-06          0          0 2.2352e-06
1.3e+10 0.000196 -3.3250  1.4187e-06          0          0 2.2892e-06
1.3e+10 0.000196 -3.2750  1.3010e-06          0          0 2.3342e-06
1.3e+10 0.000196 -3.2250  1.3134e-06          0          0 2.4176e-06
1.3e+10 0.000196 -3.1750  1.4909e-06 2.9825e-07          0 2.4314e-06
1.3e+10 0.000196 -3.1250  1.4342e-06 1.7096e-06          0 2.4495e-06
1.3e+10 0.000196 -3.0750  1.3799e-06 1.7245e-06          0 2.6495e-06
1.3e+10 0.000196 -3.0250  1.5137e-06 1.6145e-06          0 2.6315e-06
1.3e+10 0.000196 -2.9750  1.5131e-06 1.6499e-06          0 2.8761e-06
1.3e+10 0.000196 -2.9250  1.6020e-06 1.7222e-06          0 2.8789e-06
1.3e+10 0.000196 -2.8750  2.0384e-06 1.6437e-06          0 3.1080e-06
1.3e+10 0.000196 -2.8250  2.0518e-06 1.7594e-06          0 3.1501e-06
1.3e+10 0.000196 -2.7750  2.1499e-06 1.7579e-06          0 3.3333e-06
1.3e+10 0.000196 -2.7250  2.2424e-06 2.2069e-06          0 3.4521e-06
